id,HS,TR,AG,HS_original
1543,1,0,0,1
1544,0,0,0,0
1545,0,0,0,0
1546,0,0,0,0
1547,1,0,1,1
1548,0,0,0,0
1549,0,0,0,0
1550,0,0,0,0
1551,1,0,1,1
1552,1,0,0,1
1553,1,0,0,1
1554,0,0,0,0
1555,0,0,0,0
1556,0,0,0,0
1557,0,0,0,0
1558,0,0,0,0
1559,1,0,0,1
1560,0,0,0,0
1561,0,0,0,0
1562,1,0,1,1
1563,1,0,0,1
1564,0,0,0,0
1565,0,0,0,0
1566,0,0,0,0
1567,0,0,0,0
1568,1,0,1,1
1569,1,0,0,1
1570,0,0,0,0
1571,0,0,0,0
1572,1,0,1,1
1573,0,0,0,0
1574,1,0,0,1
1575,0,0,0,0
1576,1,1,1,1
1577,0,0,0,0
1578,1,0,1,1
1579,1,0,1,1
1580,1,0,1,1
1581,1,0,1,1
1582,1,0,1,1
1583,0,0,0,0
1584,0,0,0,0
1585,0,0,0,0
1586,0,0,0,0
1587,1,0,1,1
1588,0,0,0,0
1589,0,0,0,0
1590,1,0,1,1
1591,0,0,0,0
1592,1,0,1,1
1593,0,0,0,0
1594,0,0,0,0
1595,0,0,0,0
1596,0,0,0,0
1597,0,0,0,0
1598,1,0,0,1
1599,0,0,0,0
1600,1,0,1,1
1601,0,0,0,0
1602,0,0,0,0
1603,1,0,1,1
1604,0,0,0,0
1605,1,0,0,1
1606,0,0,0,0
1607,0,0,0,0
1608,0,0,0,0
1609,1,0,1,1
1610,0,0,0,0
1611,1,0,1,1
1612,1,0,1,1
1613,0,0,0,0
1614,0,0,0,0
1615,0,0,0,0
1616,1,0,0,1
1617,1,0,1,1
1618,0,0,0,0
1619,1,0,1,1
1620,1,0,1,1
1621,0,0,0,0
1622,1,0,1,1
1623,1,0,1,1
1624,0,0,0,0
1625,1,0,1,1
1626,0,0,0,0
1627,0,0,0,0
1628,0,0,0,0
1629,1,0,1,1
1630,0,0,0,0
1631,0,0,0,0
1632,1,0,0,1
1633,1,0,1,1
1634,0,0,0,0
1635,0,0,0,0
1636,0,0,0,0
1637,0,0,0,0
1638,0,0,0,0
1639,0,0,0,0
1640,0,0,0,0
1641,0,0,0,0
1642,1,0,1,1
1643,1,0,0,1
1644,1,0,1,1
1645,0,0,0,0
1646,1,0,1,1
1647,1,0,0,1
1648,0,0,0,0
1649,1,0,0,1
1650,0,0,0,0
1651,1,0,1,1
1652,1,0,1,1
1653,0,0,0,0
1654,0,0,0,0
1655,0,0,0,0
1656,0,0,0,0
1657,0,0,0,0
1658,1,0,0,1
1659,0,0,0,0
1660,0,0,0,0
1661,0,0,0,0
1662,1,0,0,1
1663,0,0,0,0
1664,1,0,1,1
1665,1,0,1,1
1666,0,0,0,0
1667,0,0,0,0
1668,0,0,0,0
1669,1,0,1,1
1670,0,0,0,0
1671,0,0,0,0
1672,0,0,0,0
1673,1,0,1,1
1674,1,0,0,1
1675,1,0,0,1
1676,0,0,0,0
1677,0,0,0,0
1678,1,0,1,1
1679,0,0,0,0
1680,0,0,0,0
1681,0,0,0,0
1682,0,0,0,0
1683,0,0,0,0
1684,0,0,0,0
1685,0,0,0,0
1686,0,0,0,0
1687,1,0,1,1
1688,0,0,0,0
1689,0,0,0,0
1690,0,0,0,0
1691,0,0,0,0
1692,0,0,0,0
1693,0,0,0,0
1694,0,0,0,0
1695,0,0,0,0
1696,1,1,0,1
1697,0,0,0,0
1698,1,0,1,1
1699,0,0,0,0
1700,1,0,1,1
1701,1,0,1,1
1702,0,0,0,0
1703,1,0,1,1
1704,0,0,0,0
1705,1,0,1,1
1706,1,0,0,1
1707,0,0,0,0
1708,0,0,0,0
1709,1,0,1,1
1710,1,0,0,1
1711,0,0,0,0
1712,0,0,0,0
1713,0,0,0,0
1714,0,0,0,0
1715,0,0,0,0
1716,0,0,0,0
1717,1,0,1,1
1718,1,0,0,1
1719,0,0,0,0
1720,1,0,0,1
1721,1,0,1,1
1722,0,0,0,0
1723,0,0,0,0
1724,0,0,0,0
1725,1,0,0,1
1726,1,0,1,1
1727,0,0,0,0
1728,1,0,0,1
1729,1,0,0,1
1730,0,0,0,0
1731,1,0,0,1
1732,1,0,0,1
1733,1,0,1,1
1734,1,0,1,1
1735,0,0,0,0
1736,0,0,0,0
1737,0,0,0,0
1738,0,0,0,0
1739,1,0,0,1
1740,1,0,1,1
1741,0,0,0,0
1742,0,0,0,0
1743,0,0,0,0
1744,1,0,1,1
1745,1,0,1,1
1746,1,0,0,1
1747,0,0,0,0
1748,1,0,0,1
1749,1,0,0,1
1750,1,0,0,1
1751,1,0,0,1
1752,1,0,0,1
1753,1,0,0,1
1754,0,0,0,0
1755,0,0,0,0
1756,1,0,1,1
1757,0,0,0,0
1758,0,0,0,0
1759,0,0,0,0
1760,1,0,0,1
1761,1,0,0,1
1762,0,0,0,0
1763,0,0,0,0
1764,1,0,1,1
1765,0,0,0,0
1766,0,0,0,0
1767,0,0,0,0
1768,0,0,0,0
1769,1,0,0,1
1770,1,0,0,1
1771,1,0,1,1
1772,1,0,1,1
1773,1,0,1,1
1774,1,0,1,1
1775,1,0,0,1
1776,0,0,0,0
1777,1,0,0,1
1778,0,0,0,0
1779,0,0,0,0
1780,1,0,0,1
1781,0,0,0,0
1782,1,1,1,1
1783,0,0,0,0
1784,0,0,0,0
1785,0,0,0,0
1786,0,0,0,0
1787,1,0,1,1
1788,1,0,1,1
1789,0,0,0,0
1790,1,1,1,1
1791,0,0,0,0
1792,0,0,0,0
1793,0,0,0,0
1794,0,0,0,0
1795,1,0,0,1
1796,1,0,1,1
1797,1,0,1,1
1798,1,0,0,1
1799,0,0,0,0
1800,1,0,1,1
1801,1,0,0,1
1802,0,0,0,0
1803,1,0,0,1
1804,0,0,0,0
1805,1,0,1,1
1806,1,0,0,1
1807,1,0,0,1
1808,0,0,0,0
1809,0,0,0,0
1810,1,0,1,1
1811,1,1,0,1
1812,0,0,0,0
1813,1,0,1,1
1814,1,0,0,1
1815,1,0,1,1
1816,0,0,0,0
1817,0,0,0,0
1818,0,0,0,0
1819,1,0,1,1
1820,0,0,0,0
1821,0,0,0,0
1822,1,0,1,1
1823,0,0,0,0
1824,0,0,0,0
1825,1,0,0,1
1826,0,0,0,0
1827,0,0,0,0
1828,0,0,0,0
1829,0,0,0,0
1830,0,0,0,0
1831,0,0,0,0
1832,1,1,0,1
1833,1,0,1,1
1834,0,0,0,0
1835,0,0,0,0
1836,0,0,0,0
1837,1,0,0,1
1838,1,0,1,1
1839,0,0,0,0
1840,1,0,0,1
1841,0,0,0,0
1842,0,0,0,0
1843,1,0,0,1
1844,0,0,0,0
1845,1,0,1,1
1846,1,0,1,1
1847,1,0,1,1
1848,0,0,0,0
1849,0,0,0,0
1850,0,0,0,0
1851,1,0,0,1
1852,0,0,0,0
1853,1,0,1,1
1854,0,0,0,0
1855,1,0,1,1
1856,0,0,0,0
1857,1,0,1,1
1858,0,0,0,0
1859,0,0,0,0
1860,0,0,0,0
1861,1,0,0,1
1862,0,0,0,0
1863,1,0,1,1
1864,0,0,0,0
1865,1,0,1,1
1866,0,0,0,0
1867,0,0,0,0
1868,0,0,0,0
1869,1,0,1,1
1870,1,0,1,1
1871,0,0,0,0
1872,0,0,0,0
1873,1,0,1,1
1874,1,0,1,1
1875,0,0,0,0
1876,0,0,0,0
1877,1,0,1,1
1878,1,0,1,1
1879,0,0,0,0
1880,0,0,0,0
1881,0,0,0,0
1882,0,0,0,0
1883,0,0,0,0
1884,0,0,0,0
1885,0,0,0,0
1886,1,0,1,1
1887,0,0,0,0
1888,0,0,0,0
1889,1,0,0,1
1890,1,0,1,1
1891,0,0,0,0
1892,0,0,0,0
1893,1,0,0,1
1894,0,0,0,0
1895,1,0,1,1
1896,0,0,0,0
1897,1,0,1,1
1898,0,0,0,0
1899,1,0,1,1
1900,1,0,1,1
1901,0,0,0,0
1902,0,0,0,0
1903,0,0,0,0
1904,1,0,0,1
1905,0,0,0,0
1906,0,0,0,0
1907,0,0,0,0
1908,0,0,0,0
1909,0,0,0,0
1910,1,0,0,1
1911,1,0,1,1
1912,0,0,0,0
1913,1,0,1,1
1914,1,0,1,1
1915,1,0,0,1
1916,0,0,0,0
1917,0,0,0,0
1918,0,0,0,0
1919,0,0,0,0
1920,1,0,1,1
1921,1,0,1,1
1922,0,0,0,0
1923,0,0,0,0
1924,1,1,1,1
1925,0,0,0,0
1926,1,0,0,1
1927,0,0,0,0
1928,1,0,1,1
1929,0,0,0,0
1930,1,0,0,1
1931,0,0,0,0
1932,0,0,0,0
1933,1,0,0,1
1934,0,0,0,0
1935,1,0,1,1
1936,0,0,0,0
1937,0,0,0,0
1938,0,0,0,0
1939,0,0,0,0
1940,0,0,0,0
1941,1,0,1,1
1942,0,0,0,0
1943,0,0,0,0
1944,0,0,0,0
1945,1,0,1,1
1946,1,0,1,1
1947,1,0,0,1
1948,1,0,1,1
1949,1,0,1,1
1950,0,0,0,0
1951,0,0,0,0
1952,1,0,0,1
1953,1,0,1,1
1954,0,0,0,0
1955,0,0,0,0
1956,0,0,0,0
1957,1,0,1,1
1958,1,0,0,1
1959,0,0,0,0
1960,0,0,0,0
1961,0,0,0,0
1962,1,0,0,1
1963,1,0,0,1
1964,0,0,0,0
1965,1,0,1,1
1966,1,0,0,1
1967,1,0,0,1
1968,0,0,0,0
1969,1,0,1,1
1970,0,0,0,0
1971,0,0,0,0
1972,1,0,1,1
1973,1,0,0,1
1974,1,0,1,1
1975,1,0,0,1
1976,0,0,0,0
1977,0,0,0,0
1978,0,0,0,0
1979,0,0,0,0
1980,0,0,0,0
1981,0,0,0,0
1982,0,0,0,0
1983,1,0,0,1
1984,0,0,0,0
1985,1,0,0,1
1986,0,0,0,0
1987,0,0,0,0
1988,1,1,0,1
1989,0,0,0,0
1990,1,0,1,1
1991,1,0,0,1
1992,0,0,0,0
1993,0,0,0,0
1994,0,0,0,0
1995,0,0,0,0
1996,0,0,0,0
1997,0,0,0,0
1998,0,0,0,0
1999,0,0,0,0
2000,0,0,0,0
2001,0,0,0,0
2002,0,0,0,0
2003,1,0,1,1
2004,1,0,0,1
2005,1,0,1,1
2006,1,0,1,1
2007,1,0,0,1
2008,0,0,0,0
2009,0,0,0,0
2010,0,0,0,0
2011,1,0,0,1
2012,1,0,0,1
2013,1,0,0,1
2014,0,0,0,0
2015,1,0,0,1
2016,1,0,1,1
2017,0,0,0,0
2018,0,0,0,0
2019,0,0,0,0
2020,0,0,0,0
2021,1,0,0,1
2022,1,0,1,1
2023,0,0,0,0
2024,1,0,1,1
2025,0,0,0,0
2026,0,0,0,0
2027,0,0,0,0
2028,0,0,0,0
2029,0,0,0,0
2030,1,0,1,1
2031,0,0,0,0
2032,1,0,1,1
2033,1,0,1,1
2034,0,0,0,0
2035,1,0,1,1
2036,1,0,1,1
2037,1,1,1,1
2038,0,0,0,0
2039,0,0,0,0
2040,0,0,0,0
2041,1,0,0,1
2042,1,0,1,1
2043,0,0,0,0
2044,1,0,1,1
2045,1,0,1,1
2046,1,0,1,1
2047,0,0,0,0
2048,1,0,1,1
2049,0,0,0,0
2050,1,0,1,1
2051,0,0,0,0
2052,1,0,1,1
2053,1,0,0,1
2054,0,0,0,0
2055,0,0,0,0
2056,0,0,0,0
2057,0,0,0,0
2058,1,0,0,1
2059,0,0,0,0
2060,0,0,0,0
2061,0,0,0,0
2062,1,0,0,1
2063,0,0,0,0
2064,1,0,1,1
2065,0,0,0,0
2066,0,0,0,0
2067,0,0,0,0
2068,1,0,0,1
2069,0,0,0,0
2070,0,0,0,0
2071,0,0,0,0
2072,1,0,1,1
2073,0,0,0,0
2074,1,0,1,1
2075,0,0,0,0
2076,0,0,0,0
2077,1,0,1,1
2078,0,0,0,0
2079,1,0,1,1
2080,1,0,1,1
2081,0,0,0,0
2082,1,0,1,1
2083,1,0,0,1
2084,0,0,0,0
2085,1,0,1,1
2086,0,0,0,0
2087,1,0,0,1
2088,1,0,1,1
2089,1,1,1,1
2090,1,0,0,1
2091,1,0,1,1
2092,0,0,0,0
2093,0,0,0,0
2094,1,0,1,1
2095,0,0,0,0
2096,1,0,0,1
2097,0,0,0,0
2098,1,0,1,1
2099,0,0,0,0
2100,0,0,0,0
2101,0,0,0,0
2102,0,0,0,0
2103,0,0,0,0
2104,1,0,1,1
2105,0,0,0,0
2106,1,0,1,1
2107,1,0,0,1
2108,1,0,0,1
2109,0,0,0,0
2110,0,0,0,0
2111,0,0,0,0
2112,0,0,0,0
2113,1,0,1,1
2114,0,0,0,0
2115,0,0,0,0
2116,0,0,0,0
2117,0,0,0,0
2118,0,0,0,0
2119,0,0,0,0
2120,0,0,0,0
2121,0,0,0,0
2122,0,0,0,0
2123,0,0,0,0
2124,0,0,0,0
2125,0,0,0,0
2126,0,0,0,0
2127,0,0,0,0
2128,0,0,0,0
2129,0,0,0,0
2130,0,0,0,0
2131,0,0,0,0
2132,0,0,0,0
2133,0,0,0,0
2134,0,0,0,0
2135,1,0,1,1
2136,1,0,0,1
2137,1,0,0,1
2138,1,0,0,1
2139,0,0,0,0
2140,1,0,0,1
2141,1,0,0,1
2142,0,0,0,0
2143,1,0,1,1
2144,0,0,0,0
2145,1,0,1,1
2146,0,0,0,0
2147,1,0,1,1
2148,1,0,1,1
2149,1,0,1,1
2150,0,0,0,0
2151,1,0,0,1
2152,1,0,1,1
2153,0,0,0,0
2154,0,0,0,0
2155,1,0,0,1
2156,0,0,0,0
2157,0,0,0,0
2158,1,0,1,1
2159,1,0,1,1
2160,0,0,0,0
2161,0,0,0,0
2162,1,0,1,1
2163,1,0,0,1
2164,0,0,0,0
2165,1,0,0,1
2166,1,0,1,1
2167,0,0,0,0
2168,0,0,0,0
2169,1,0,0,1
2170,0,0,0,0
2171,0,0,0,0
2172,0,0,0,0
2173,0,0,0,0
2174,0,0,0,0
2175,1,0,1,1
2176,1,0,1,1
2177,0,0,0,0
2178,1,0,0,1
2179,0,0,0,0
2180,1,0,0,1
2181,1,0,1,1
2182,0,0,0,0
2183,1,0,0,1
2184,1,0,1,1
2185,1,0,0,1
2186,0,0,0,0
2187,1,0,0,1
2188,1,0,0,1
2189,1,0,0,1
2190,1,0,1,1
2191,0,0,0,0
2192,0,0,0,0
2193,0,0,0,0
2194,0,0,0,0
2195,1,0,1,1
2196,0,0,0,0
2197,1,0,1,1
2198,0,0,0,0
2199,1,0,0,1
2200,0,0,0,0
2201,0,0,0,0
2202,0,0,0,0
2203,1,0,0,1
2204,0,0,0,0
2205,1,0,1,1
2206,1,0,0,1
2207,1,0,0,1
2208,1,1,1,1
2209,0,0,0,0
2210,1,0,1,1
2211,0,0,0,0
2212,0,0,0,0
2213,0,0,0,0
2214,0,0,0,0
2215,1,0,0,1
2216,1,0,1,1
2217,1,0,0,1
2218,0,0,0,0
2219,0,0,0,0
2220,0,0,0,0
2221,0,0,0,0
2222,0,0,0,0
2223,0,0,0,0
2224,1,0,1,1
2225,0,0,0,0
2226,1,0,1,1
2227,1,0,1,1
2228,0,0,0,0
2229,1,0,0,1
2230,1,0,0,1
2231,1,0,0,1
2232,0,0,0,0
2233,0,0,0,0
2234,0,0,0,0
2235,0,0,0,0
2236,0,0,0,0
2237,0,0,0,0
2238,1,0,1,1
2239,0,0,0,0
2240,1,0,1,1
2241,0,0,0,0
2242,0,0,0,0
2243,0,0,0,0
2244,0,0,0,0
2245,0,0,0,0
2246,1,0,1,1
2247,0,0,0,0
2248,1,0,1,1
2249,1,0,1,1
2250,1,0,1,1
2251,1,0,0,1
2252,1,0,0,1
2253,0,0,0,0
2254,1,0,1,1
2255,1,0,0,1
2256,0,0,0,0
2257,0,0,0,0
2258,0,0,0,0
2259,0,0,0,0
2260,0,0,0,0
2261,0,0,0,0
2262,0,0,0,0
2263,1,0,0,1
2264,0,0,0,0
2265,1,0,1,1
2266,1,1,1,1
2267,0,0,0,0
2268,0,0,0,0
2269,0,0,0,0
2270,0,0,0,0
2271,1,0,1,1
2272,1,0,1,1
2273,0,0,0,0
2274,0,0,0,0
2275,0,0,0,0
2276,0,0,0,0
2277,0,0,0,0
2278,0,0,0,0
2279,0,0,0,0
2280,1,0,0,1
2281,1,0,0,1
2282,0,0,0,0
2283,0,0,0,0
2284,1,0,0,1
2285,0,0,0,0
2286,1,0,1,1
2287,0,0,0,0
2288,1,0,1,1
2289,0,0,0,0
2290,1,0,0,1
2291,1,0,1,1
2292,0,0,0,0
2293,1,0,1,1
2294,1,1,1,1
2295,0,0,0,0
2296,0,0,0,0
2297,0,0,0,0
2298,1,0,1,1
2299,0,0,0,0
2300,0,0,0,0
2301,0,0,0,0
2302,1,0,0,1
2303,1,0,0,1
2304,0,0,0,0
2305,0,0,0,0
2306,0,0,0,0
2307,1,0,0,1
2308,0,0,0,0
2309,0,0,0,0
2310,0,0,0,0
2311,0,0,0,0
2312,0,0,0,0
2313,1,0,0,1
2314,1,0,1,1
2315,0,0,0,0
2316,1,0,1,1
2317,0,0,0,0
2318,0,0,0,0
2319,1,0,0,1
2320,0,0,0,0
2321,1,1,1,1
2322,1,0,1,1
2323,0,0,0,0
2324,0,0,0,0
2325,0,0,0,0
2326,0,0,0,0
2327,1,0,0,1
2328,0,0,0,0
2329,0,0,0,0
2330,0,0,0,0
2331,1,0,0,1
2332,0,0,0,0
2333,1,0,1,1
2334,0,0,0,0
2335,0,0,0,0
2336,0,0,0,0
2337,0,0,0,0
2338,1,0,1,1
2339,0,0,0,0
2340,0,0,0,0
2341,1,1,1,1
2342,0,0,0,0
2343,1,0,1,1
2344,0,0,0,0
2345,0,0,0,0
2346,0,0,0,0
2347,0,0,0,0
2348,0,0,0,0
2349,1,0,0,1
2350,1,0,1,1
2351,0,0,0,0
2352,0,0,0,0
2353,0,0,0,0
2354,0,0,0,0
2355,1,0,1,1
2356,1,0,1,1
2357,0,0,0,0
2358,1,0,1,1
2359,1,0,0,1
2360,1,0,1,1
2361,0,0,0,0
2362,0,0,0,0
2363,0,0,0,0
2364,1,0,0,1
2365,0,0,0,0
2366,0,0,0,0
2367,0,0,0,0
2368,0,0,0,0
2369,1,0,0,1
2370,1,0,1,1
2371,1,0,1,1
2372,1,0,0,1
2373,1,0,0,1
2374,1,0,0,1
2375,0,0,0,0
2376,0,0,0,0
2377,0,0,0,0
2378,1,0,1,1
2379,1,0,0,1
2380,1,0,1,1
2381,0,0,0,0
2382,0,0,0,0
2383,1,0,0,1
2384,0,0,0,0
2385,1,0,0,1
2386,1,0,1,1
2387,1,0,1,1
2388,0,0,0,0
2389,1,0,0,1
2390,0,0,0,0
2391,0,0,0,0
2392,1,0,1,1
2393,0,0,0,0
2394,1,0,1,1
2395,1,0,1,1
2396,0,0,0,0
2397,1,0,1,1
2398,1,0,1,1
2399,1,0,1,1
2400,0,0,0,0
2401,1,1,1,1
2402,0,0,0,0
2403,0,0,0,0
2404,1,0,0,1
2405,0,0,0,0
2406,1,0,0,1
2407,1,0,1,1
2408,1,0,1,1
2409,0,0,0,0
2410,0,0,0,0
2411,1,0,1,1
2412,0,0,0,0
2413,0,0,0,0
2414,1,0,0,1
2415,1,0,0,1
2416,0,0,0,0
2417,0,0,0,0
2418,1,0,0,1
2419,0,0,0,0
2420,0,0,0,0
2421,0,0,0,0
2422,1,0,1,1
2423,0,0,0,0
2424,1,0,1,1
2425,0,0,0,0
2426,0,0,0,0
2427,1,0,0,1
2428,0,0,0,0
2429,1,0,0,1
2430,0,0,0,0
2431,0,0,0,0
2432,1,0,1,1
2433,0,0,0,0
2434,0,0,0,0
2435,0,0,0,0
2436,0,0,0,0
2437,1,0,1,1
2438,0,0,0,0
2439,1,0,1,1
2440,0,0,0,0
2441,1,0,0,1
2442,1,0,1,1
2443,0,0,0,0
2444,1,0,0,1
2445,1,0,0,1
2446,1,0,1,1
2447,1,0,0,1
2448,0,0,0,0
2449,0,0,0,0
2450,0,0,0,0
2451,0,0,0,0
2452,0,0,0,0
2453,0,0,0,0
2454,1,0,0,1
2455,0,0,0,0
2456,0,0,0,0
2457,0,0,0,0
2458,1,0,0,1
2459,1,0,1,1
2460,1,0,1,1
2461,1,0,1,1
2462,0,0,0,0
2463,0,0,0,0
2464,0,0,0,0
2465,1,0,0,1
2466,1,0,1,1
2467,0,0,0,0
2468,0,0,0,0
2469,0,0,0,0
2470,1,0,1,1
2471,1,0,1,1
2472,1,0,0,1
2473,1,0,0,1
2474,0,0,0,0
2475,1,0,1,1
2476,0,0,0,0
2477,1,0,0,1
2478,1,0,0,1
2479,1,0,1,1
2480,0,0,0,0
2481,0,0,0,0
2482,0,0,0,0
2483,1,0,0,1
2484,0,0,0,0
2485,0,0,0,0
2486,1,0,1,1
2487,0,0,0,0
2488,0,0,0,0
2489,1,1,0,1
2490,0,0,0,0
2491,0,0,0,0
2492,0,0,0,0
2493,1,0,0,1
2494,0,0,0,0
2495,0,0,0,0
2496,1,0,0,1
2497,0,0,0,0
2498,1,0,0,1
2499,0,0,0,0
2500,1,0,0,1
2501,0,0,0,0
2502,1,0,1,1
2503,0,0,0,0
2504,0,0,0,0
2505,0,0,0,0
2506,0,0,0,0
2507,0,0,0,0
2508,1,0,1,1
2509,1,0,0,1
2510,1,0,0,1
2511,1,0,1,1
2512,0,0,0,0
2513,1,0,1,1
2514,1,0,0,1
2515,1,0,1,1
2516,1,0,1,1
2517,0,0,0,0
2518,1,0,1,1
2519,0,0,0,0
2520,1,0,1,1
2521,1,1,0,1
2522,1,0,1,1
2523,0,0,0,0
2524,0,0,0,0
2525,1,0,1,1
2526,0,0,0,0
2527,0,0,0,0
2528,1,0,1,1
2529,1,0,0,1
2530,0,0,0,0
2531,1,0,0,1
2532,0,0,0,0
2533,1,0,1,1
2534,0,0,0,0
2535,0,0,0,0
2536,0,0,0,0
2537,1,0,1,1
2538,0,0,0,0
2539,0,0,0,0
2540,0,0,0,0
2541,1,0,1,1
2542,1,0,1,1
2543,1,0,0,1
2544,0,0,0,0
2545,0,0,0,0
2546,0,0,0,0
2547,0,0,0,0
2548,0,0,0,0
2549,1,0,0,1
2550,0,0,0,0
2551,1,0,0,1
2552,0,0,0,0
2553,0,0,0,0
2554,0,0,0,0
2555,0,0,0,0
2556,0,0,0,0
2557,0,0,0,0
2558,1,0,1,1
2559,1,0,0,1
2560,1,0,1,1
2561,1,0,1,1
2562,0,0,0,0
2563,0,0,0,0
2564,0,0,0,0
2565,0,0,0,0
2566,0,0,0,0
2567,1,0,0,1
2568,1,0,1,1
2569,0,0,0,0
2570,0,0,0,0
2571,0,0,0,0
2572,0,0,0,0
2573,0,0,0,0
2574,0,0,0,0
2575,1,0,1,1
2576,0,0,0,0
2577,1,0,1,1
2578,0,0,0,0
2579,1,0,1,1
2580,0,0,0,0
2581,0,0,0,0
2582,0,0,0,0
2583,1,0,1,1
2584,0,0,0,0
2585,1,0,1,1
2586,1,0,0,1
2587,0,0,0,0
2588,0,0,0,0
2589,1,0,0,1
2590,0,0,0,0
2591,0,0,0,0
2592,1,0,1,1
2593,0,0,0,0
2594,0,0,0,0
2595,0,0,0,0
2596,0,0,0,0
2597,0,0,0,0
2598,1,0,1,1
2599,1,0,1,1
2600,1,0,0,1
2601,0,0,0,0
2602,1,0,0,1
2603,1,0,0,1
2604,0,0,0,0
2605,1,0,1,1
2606,0,0,0,0
2607,0,0,0,0
2608,0,0,0,0
2609,0,0,0,0
2610,0,0,0,0
2611,0,0,0,0
2612,0,0,0,0
2613,0,0,0,0
2614,0,0,0,0
2615,0,0,0,0
2616,1,0,0,1
2617,0,0,0,0
2618,0,0,0,0
2619,0,0,0,0
2620,1,0,0,1
2621,1,1,1,1
2622,1,0,0,1
2623,0,0,0,0
2624,0,0,0,0
2625,0,0,0,0
2626,1,0,1,1
2627,0,0,0,0
2628,1,0,0,1
2629,1,0,0,1
2630,0,0,0,0
2631,0,0,0,0
2632,1,0,1,1
2633,0,0,0,0
2634,0,0,0,0
2635,1,0,1,1
2636,0,0,0,0
2637,0,0,0,0
2638,0,0,0,0
2639,1,0,0,1
2640,0,0,0,0
2641,1,1,0,1
2642,0,0,0,0
2643,0,0,0,0
2644,1,0,0,1
2645,0,0,0,0
2646,1,0,0,1
2647,1,0,0,1
2648,0,0,0,0
2649,0,0,0,0
2650,0,0,0,0
2651,1,1,1,1
2652,0,0,0,0
2653,1,0,0,1
2654,0,0,0,0
2655,0,0,0,0
2656,0,0,0,0
2657,1,0,1,1
2658,0,0,0,0
2659,0,0,0,0
2660,0,0,0,0
2661,0,0,0,0
2662,0,0,0,0
2663,1,1,1,1
2664,0,0,0,0
2665,1,0,0,1
2666,0,0,0,0
2667,1,0,0,1
2668,1,0,1,1
2669,0,0,0,0
2670,0,0,0,0
2671,0,0,0,0
2672,1,0,0,1
2673,0,0,0,0
2674,1,0,0,1
2675,1,0,0,1
2676,0,0,0,0
2677,0,0,0,0
2678,0,0,0,0
2679,0,0,0,0
2680,0,0,0,0
2681,1,0,1,1
2682,0,0,0,0
2683,1,0,0,1
2684,1,0,0,1
2685,1,0,0,1
2686,0,0,0,0
2687,0,0,0,0
2688,0,0,0,0
2689,0,0,0,0
2690,0,0,0,0
2691,0,0,0,0
2692,0,0,0,0
2693,0,0,0,0
2694,0,0,0,0
2695,1,0,1,1
2696,0,0,0,0
2697,0,0,0,0
2698,0,0,0,0
2699,1,0,0,1
2700,1,0,1,1
2701,0,0,0,0
2702,1,0,1,1
2703,1,0,1,1
2704,0,0,0,0
2705,1,0,1,1
2706,0,0,0,0
2707,1,0,1,1
2708,0,0,0,0
2709,1,0,0,1
2710,0,0,0,0
2711,1,0,0,1
2712,0,0,0,0
2713,0,0,0,0
2714,0,0,0,0
2715,0,0,0,0
2716,0,0,0,0
2717,0,0,0,0
2718,1,0,1,1
2719,0,0,0,0
2720,0,0,0,0
2721,0,0,0,0
2722,0,0,0,0
2723,1,0,1,1
2724,1,0,0,1
2725,0,0,0,0
2726,0,0,0,0
2727,1,0,1,1
2728,1,1,0,1
2729,1,0,1,1
2730,1,0,1,1
2731,0,0,0,0
2732,1,0,0,1
2733,1,0,1,1
2734,1,0,0,1
2735,0,0,0,0
2736,1,0,0,1
2737,0,0,0,0
2738,0,0,0,0
2739,1,0,1,1
2740,0,0,0,0
2741,0,0,0,0
2742,1,1,0,1
2743,1,0,1,1
2744,1,0,1,1
2745,0,0,0,0
2746,0,0,0,0
2747,0,0,0,0
2748,1,0,1,1
2749,0,0,0,0
2750,0,0,0,0
2751,0,0,0,0
2752,0,0,0,0
2753,1,0,1,1
2754,0,0,0,0
2755,0,0,0,0
2756,0,0,0,0
2757,0,0,0,0
2758,0,0,0,0
2759,1,0,1,1
2760,1,0,0,1
2761,1,0,1,1
2762,0,0,0,0
2763,0,0,0,0
2764,0,0,0,0
2765,0,0,0,0
2766,0,0,0,0
2767,0,0,0,0
2768,1,0,1,1
2769,1,0,0,1
2770,0,0,0,0
2771,0,0,0,0
2772,1,0,1,1
2773,0,0,0,0
2774,0,0,0,0
2775,0,0,0,0
2776,1,0,0,1
2777,0,0,0,0
2778,0,0,0,0
2779,0,0,0,0
2780,1,0,1,1
2781,0,0,0,0
2782,1,0,1,1
2783,1,0,0,1
2784,0,0,0,0
2785,0,0,0,0
2786,0,0,0,0
2787,1,0,1,1
2788,0,0,0,0
2789,0,0,0,0
2790,1,0,0,1
2791,1,0,0,1
2792,0,0,0,0
2793,0,0,0,0
2794,0,0,0,0
2795,0,0,0,0
2796,0,0,0,0
2797,1,0,1,1
2798,0,0,0,0
2799,1,0,1,1
2800,1,0,0,1
2801,1,0,1,1
2802,1,0,1,1
2803,1,0,0,1
2804,0,0,0,0
2805,0,0,0,0
2806,0,0,0,0
2807,0,0,0,0
2808,0,0,0,0
2809,0,0,0,0
2810,0,0,0,0
2811,0,0,0,0
2812,0,0,0,0
2813,0,0,0,0
