id,HS,TR,AG
21736,1,0,1
21737,0,0,0
21738,0,0,0
21739,0,0,0
21740,0,0,0
21741,1,1,1
21742,0,0,0
21743,1,1,1
21744,1,0,0
21745,0,0,0
21746,0,0,0
21747,1,0,0
21748,0,0,0
21749,1,0,1
21750,1,0,1
21751,0,0,0
21752,1,1,1
21753,0,0,0
21754,1,0,1
21755,1,1,0
21756,0,0,0
21757,1,0,0
21758,1,1,1
21759,0,0,0
21760,0,0,0
21761,0,0,0
21762,1,0,1
21763,1,1,1
21764,0,0,0
21765,1,0,0
21766,1,1,1
21767,0,0,0
21768,1,0,0
21770,0,0,0
21772,0,0,0
21773,0,0,0
21774,0,0,0
21775,0,0,0
21776,1,1,1
21777,1,1,1
21779,0,0,0
21780,0,0,0
21781,1,0,0
21782,1,0,0
21783,0,0,0
21784,0,0,0
21785,0,0,0
21786,1,1,1
21787,1,0,1
21789,0,0,0
21790,0,0,0
21791,0,0,0
21792,0,0,0
21793,1,0,0
21794,1,1,1
21795,1,1,1
21796,1,1,1
21797,1,1,1
21798,0,0,0
21799,1,0,0
21800,0,0,0
21801,1,0,1
21802,1,0,1
21803,0,0,0
21804,1,0,0
21805,0,0,0
21806,1,1,1
21807,0,0,0
21808,0,0,0
21809,1,0,0
21810,1,1,1
21811,1,1,1
21813,1,1,1
21814,1,1,1
21815,0,0,0
21816,1,1,1
21817,1,0,1
21818,0,0,0
21819,1,1,0
21820,1,0,1
21821,0,0,0
21822,1,1,0
21823,0,0,0
21825,0,0,0
21827,1,1,1
21828,1,1,1
21829,0,0,0
21830,1,1,1
21831,1,1,1
21833,1,1,1
21834,1,1,1
21835,0,0,0
21836,1,1,1
21837,0,0,0
21838,1,0,1
21839,1,0,0
21840,0,0,0
21842,0,0,0
21843,0,0,0
21844,1,0,1
21845,0,0,0
21846,0,0,0
21847,0,0,0
21848,0,0,0
21849,0,0,0
21850,1,1,1
21851,1,0,0
21852,0,0,0
21853,0,0,0
21854,1,1,1
21855,0,0,0
21856,0,0,0
21857,1,1,1
21858,1,1,1
21860,1,0,1
21861,0,0,0
21862,0,0,0
21863,0,0,0
21864,0,0,0
21865,0,0,0
21866,0,0,0
21868,0,0,0
21869,1,1,1
21870,0,0,0
21871,1,1,1
21872,0,0,0
21874,0,0,0
21875,1,0,1
21876,1,1,1
21878,0,0,0
21879,1,1,1
21881,1,1,1
21882,1,0,1
21883,1,0,1
21884,1,0,1
21885,1,1,1
21886,1,1,1
21888,0,0,0
21889,1,0,0
21890,0,0,0
21891,1,1,1
21893,1,0,1
21894,0,0,0
21896,0,0,0
21897,0,0,0
21898,0,0,0
21899,1,1,1
21900,0,0,0
21901,1,1,1
21902,1,1,1
21903,1,1,1
21904,1,1,0
21905,1,0,1
21906,0,0,0
21907,1,0,0
21909,0,0,0
21910,0,0,0
21911,0,0,0
21912,1,1,1
21913,0,0,0
21914,1,1,1
21915,1,0,1
21916,1,1,1
21917,0,0,0
21918,0,0,0
21919,1,0,0
21921,0,0,0
21922,0,0,0
21923,1,0,1
21924,0,0,0
21925,0,0,0
21926,1,0,1
21928,0,0,0
21929,0,0,0
21930,0,0,0
21931,0,0,0
21932,0,0,0
21933,0,0,0
21934,1,0,0
21935,0,0,0
21936,0,0,0
21937,1,1,1
21939,1,1,1
21940,0,0,0
21942,1,0,0
21945,0,0,0
21946,0,0,0
21947,0,0,0
21949,1,1,1
21950,1,0,0
21951,1,0,0
21952,1,1,1
21953,1,1,1
21954,1,0,0
21956,1,0,1
21957,1,0,1
21958,1,1,1
21960,1,0,1
21961,0,0,0
21962,1,1,1
21963,1,1,1
21964,0,0,0
21965,1,0,0
21967,1,0,1
21968,1,1,1
21969,0,0,0
21970,1,1,1
21971,0,0,0
21972,0,0,0
21973,1,0,1
21974,0,0,0
21975,0,0,0
21976,0,0,0
21977,1,0,0
21978,1,1,1
21979,0,0,0
21980,1,1,1
21981,0,0,0
21982,0,0,0
21983,1,0,1
21984,1,1,1
21985,0,0,0
21986,0,0,0
21987,0,0,0
21988,1,1,1
21989,0,0,0
21990,0,0,0
21991,1,1,1
21993,0,0,0
21994,1,1,1
21995,1,1,1
21996,1,1,1
21997,1,1,1
21998,0,0,0
21999,1,1,1
22000,0,0,0
22001,1,0,1
22002,0,0,0
22003,0,0,0
22004,0,0,0
22006,1,0,0
22007,0,0,0
22009,1,1,1
22010,0,0,0
22011,0,0,0
22013,0,0,0
22015,0,0,0
22016,0,0,0
22017,1,0,1
22018,0,0,0
22019,0,0,0
22020,0,0,0
22022,0,0,0
22023,1,1,1
22024,0,0,0
22025,1,0,1
22026,0,0,0
22027,1,1,1
22029,1,1,1
22030,1,0,1
22031,1,1,1
22032,0,0,0
22033,0,0,0
22034,0,0,0
22035,0,0,0
22036,0,0,0
22038,1,0,0
22039,1,1,1
22040,1,1,1
22041,1,1,1
22042,0,0,0
22043,1,0,1
22044,1,0,0
22045,0,0,0
22046,1,1,1
22047,0,0,0
22048,0,0,0
22049,0,0,0
22050,0,0,0
22051,0,0,0
22052,1,0,1
22053,1,0,1
22054,0,0,0
22055,0,0,0
22056,1,1,1
22057,1,1,1
22058,0,0,0
22059,0,0,0
22060,0,0,0
22061,0,0,0
22063,0,0,0
22064,1,1,1
22066,1,1,1
22068,0,0,0
22069,1,1,1
22070,1,1,1
22071,0,0,0
22072,1,1,0
22073,0,0,0
22074,1,1,1
22075,0,0,0
22076,1,1,1
22077,0,0,0
22078,1,1,1
22079,0,0,0
22080,0,0,0
22081,1,1,1
22083,1,1,1
22084,0,0,0
22085,1,1,1
22086,1,0,0
22087,1,1,1
22088,1,1,1
22089,0,0,0
22090,0,0,0
22091,0,0,0
22092,0,0,0
22093,0,0,0
22094,1,0,1
22095,1,1,1
22096,1,0,0
22097,0,0,0
22098,0,0,0
22099,0,0,0
22100,0,0,0
22101,1,1,1
22102,1,0,0
22103,0,0,0
22104,0,0,0
22105,0,0,0
22106,0,0,0
22107,0,0,0
22108,1,1,1
22109,1,0,1
22110,1,0,1
22111,0,0,0
22112,0,0,0
22113,0,0,0
22114,1,0,0
22116,0,0,0
22117,1,1,0
22118,0,0,0
22119,0,0,0
22120,0,0,0
22121,1,1,1
22122,1,1,1
22123,0,0,0
22124,1,1,1
22125,0,0,0
22126,0,0,0
22127,1,1,1
22129,0,0,0
22130,0,0,0
22131,0,0,0
22133,0,0,0
22134,1,0,1
22135,1,0,1
22136,0,0,0
22137,0,0,0
22138,0,0,0
22139,0,0,0
22140,0,0,0
22141,1,0,0
22143,0,0,0
22144,0,0,0
22145,0,0,0
22146,1,1,1
22147,0,0,0
22148,1,0,1
22149,0,0,0
22150,0,0,0
22151,1,0,1
22153,0,0,0
22154,1,1,1
22155,0,0,0
22156,0,0,0
22157,0,0,0
22158,0,0,0
22159,1,0,0
22160,1,0,1
22161,1,0,0
22162,0,0,0
22164,0,0,0
22166,1,1,1
22167,0,0,0
22169,0,0,0
22170,0,0,0
22171,0,0,0
22172,0,0,0
22173,0,0,0
22174,1,0,1
22175,0,0,0
22176,0,0,0
22177,1,1,1
22178,0,0,0
22179,0,0,0
22180,1,1,1
22181,0,0,0
22182,0,0,0
22183,1,1,1
22184,0,0,0
22185,0,0,0
22186,0,0,0
22187,1,0,0
22188,0,0,0
22190,0,0,0
22191,0,0,0
22192,1,0,1
22193,0,0,0
22194,1,1,1
22195,0,0,0
22196,1,1,1
22197,1,1,1
22198,1,0,1
22200,1,1,1
22201,0,0,0
22202,1,1,1
22203,0,0,0
22204,0,0,0
22205,0,0,0
22206,0,0,0
22207,0,0,0
22208,0,0,0
22210,1,1,1
22211,0,0,0
22212,1,1,0
22213,0,0,0
22215,0,0,0
22216,1,1,1
22217,0,0,0
22219,0,0,0
22220,0,0,0
22221,0,0,0
22222,0,0,0
22223,1,1,1
22224,1,0,1
22225,1,0,0
22226,1,1,1
22227,1,1,1
22228,1,0,1
22229,0,0,0
22230,1,1,1
22231,0,0,0
22232,0,0,0
22233,1,1,1
22234,1,0,0
22235,1,1,0
22236,0,0,0
22238,1,1,1
22239,0,0,0
22240,0,0,0
22241,1,0,0
22242,0,0,0
22244,1,0,0
22246,1,1,1
22247,1,1,1
22248,0,0,0
22249,0,0,0
22250,0,0,0
22251,1,0,1
22252,1,1,1
22253,1,0,1
22254,0,0,0
22256,0,0,0
22257,1,0,1
22258,0,0,0
22259,1,1,1
22260,0,0,0
22261,0,0,0
22262,0,0,0
22263,1,0,1
22264,1,1,1
22265,0,0,0
22266,0,0,0
22267,0,0,0
22268,0,0,0
22269,0,0,0
22270,0,0,0
22271,1,0,1
22272,0,0,0
22273,1,1,0
22274,1,1,1
22275,1,0,1
22276,1,0,1
22277,1,1,1
22278,0,0,0
22279,0,0,0
22280,0,0,0
22281,0,0,0
22282,1,1,1
22283,1,0,1
22284,1,0,0
22286,0,0,0
22287,0,0,0
22288,0,0,0
22289,1,1,1
22291,0,0,0
22292,1,1,1
22293,1,1,1
22294,1,1,1
22295,0,0,0
22296,0,0,0
22298,1,0,1
22299,1,0,1
22300,1,1,1
22301,0,0,0
22302,1,0,0
22303,1,1,1
22304,0,0,0
22305,0,0,0
22306,0,0,0
22307,0,0,0
22308,0,0,0
22309,0,0,0
22310,1,0,1
22311,0,0,0
22312,1,1,1
22313,0,0,0
22314,1,0,1
22315,1,0,0
22316,0,0,0
22317,0,0,0
22318,0,0,0
22319,0,0,0
22320,1,1,1
22321,0,0,0
22322,0,0,0
22323,1,0,0
22324,1,0,1
22325,1,0,0
22326,0,0,0
22327,0,0,0
22329,0,0,0
22330,1,1,1
22331,1,1,1
22332,0,0,0
22333,0,0,0
22334,1,1,1
22335,0,0,0
22336,0,0,0
22337,0,0,0
22338,0,0,0
22339,1,1,1
22340,1,0,1
22341,1,1,1
22342,1,1,1
22343,1,1,1
22344,1,1,1
22345,1,0,0
22347,1,1,0
22348,0,0,0
22349,0,0,0
22350,0,0,0
22351,0,0,0
22352,0,0,0
22353,0,0,0
22354,1,1,0
22355,0,0,0
22356,1,1,1
22357,0,0,0
22358,0,0,0
22359,0,0,0
22360,1,0,0
22361,1,0,0
22362,0,0,0
22363,0,0,0
22364,1,0,1
22365,0,0,0
22366,1,0,1
22367,0,0,0
22368,0,0,0
22369,0,0,0
22370,0,0,0
22371,1,1,1
22372,1,1,1
22373,0,0,0
22374,0,0,0
22376,0,0,0
22377,1,1,1
22378,1,1,1
22379,1,0,1
22380,0,0,0
22382,1,1,1
22383,1,1,0
22384,0,0,0
22385,0,0,0
22386,1,1,1
22387,0,0,0
22389,0,0,0
22390,1,1,1
22391,1,1,1
22392,1,1,1
22393,0,0,0
22394,1,1,1
22395,0,0,0
22396,0,0,0
22397,0,0,0
22398,0,0,0
22399,1,1,1
22400,1,1,1
22402,1,0,0
22403,0,0,0
22404,0,0,0
22405,0,0,0
22406,0,0,0
22407,0,0,0
22408,0,0,0
22409,0,0,0
22410,1,1,1
22411,0,0,0
22412,0,0,0
22413,0,0,0
22414,0,0,0
22415,0,0,0
22419,1,0,0
22420,0,0,0
22421,1,1,1
22422,0,0,0
22423,0,0,0
22424,1,0,1
22425,0,0,0
22426,0,0,0
22427,0,0,0
22428,1,0,1
22430,0,0,0
22431,0,0,0
22432,0,0,0
22433,0,0,0
22434,0,0,0
22435,0,0,0
22436,0,0,0
22438,0,0,0
22439,0,0,0
22440,0,0,0
22441,0,0,0
22442,0,0,0
22443,0,0,0
22444,0,0,0
22445,1,0,0
22446,0,0,0
22447,0,0,0
22448,1,0,0
22449,0,0,0
22452,0,0,0
22453,1,0,1
22454,0,0,0
22455,0,0,0
22458,0,0,0
22459,1,0,0
22460,0,0,0
22461,0,0,0
22462,1,1,1
22463,0,0,0
22464,1,1,1
22465,0,0,0
22466,0,0,0
22467,1,1,1
22468,0,0,0
22469,0,0,0
22470,1,1,1
22472,0,0,0
22473,0,0,0
22474,0,0,0
22475,0,0,0
22476,0,0,0
22477,0,0,0
22478,0,0,0
22480,1,1,1
22481,1,0,0
22482,0,0,0
22483,1,1,1
22484,1,0,0
22485,0,0,0
22486,0,0,0
22487,0,0,0
22488,0,0,0
22489,0,0,0
22490,1,1,1
22491,0,0,0
22492,0,0,0
22493,0,0,0
22494,1,1,1
22495,0,0,0
22496,0,0,0
22497,0,0,0
22498,0,0,0
22499,0,0,0
22500,0,0,0
22501,1,0,1
22502,0,0,0
22503,1,1,1
22504,1,0,1
22505,0,0,0
22506,0,0,0
22507,0,0,0
22508,1,1,1
22509,1,0,0
22510,1,0,1
22511,1,1,1
22512,1,0,0
22513,1,0,1
22514,1,0,1
22515,0,0,0
22516,0,0,0
22518,0,0,0
22519,0,0,0
22520,1,1,0
22521,1,1,0
22522,0,0,0
22523,0,0,0
22524,1,1,0
22525,0,0,0
22526,0,0,0
22527,0,0,0
22529,0,0,0
22530,0,0,0
22531,0,0,0
22532,1,1,1
22533,1,1,1
22534,0,0,0
22535,0,0,0
22536,1,1,1
22537,1,0,0
22538,1,1,1
22539,1,0,1
22540,0,0,0
22541,1,1,1
22542,1,1,1
22543,0,0,0
22544,0,0,0
22545,0,0,0
22546,1,1,1
22547,1,0,1
22548,0,0,0
22549,0,0,0
22550,0,0,0
22551,0,0,0
22552,1,1,1
22553,1,0,0
22554,0,0,0
22555,0,0,0
22556,1,1,1
22557,1,1,0
22558,1,1,1
22559,1,1,1
22561,1,1,1
22562,0,0,0
22563,1,0,0
22564,0,0,0
22565,0,0,0
22566,1,0,0
22567,0,0,0
22568,1,1,1
22569,0,0,0
22570,1,1,1
22571,1,0,1
22572,0,0,0
22573,1,1,1
22576,1,0,1
22577,0,0,0
22578,1,0,0
22579,1,1,1
22580,0,0,0
22581,1,1,1
22582,0,0,0
22583,1,1,1
22584,1,0,1
22585,1,0,1
22586,0,0,0
22587,0,0,0
22588,0,0,0
22590,1,0,1
22591,1,1,1
22593,0,0,0
22595,0,0,0
22596,1,0,1
22597,0,0,0
22598,1,1,1
22599,0,0,0
22600,1,1,1
22601,0,0,0
22602,1,0,1
22603,0,0,0
22604,0,0,0
22605,0,0,0
22606,0,0,0
22607,0,0,0
22608,1,1,1
22609,1,0,0
22610,0,0,0
22611,1,1,1
22612,0,0,0
22613,0,0,0
22614,1,0,0
22615,0,0,0
22616,1,1,1
22617,0,0,0
22618,1,1,1
22619,0,0,0
22620,1,1,1
22621,0,0,0
22622,1,0,1
22623,0,0,0
22624,1,1,1
22625,1,0,0
22626,1,1,1
22627,1,0,0
22628,1,1,0
22629,0,0,0
22630,1,0,1
22631,0,0,0
22633,0,0,0
22634,0,0,0
22635,1,1,0
22636,1,0,1
22637,1,1,1
22638,0,0,0
22639,0,0,0
22640,1,0,1
22641,0,0,0
22642,0,0,0
22643,0,0,0
22644,0,0,0
22645,0,0,0
22646,1,1,1
22647,0,0,0
22648,0,0,0
22649,0,0,0
22650,1,1,1
22651,0,0,0
22652,0,0,0
22653,1,0,1
22654,1,0,1
22655,1,1,1
22656,0,0,0
22657,0,0,0
22659,1,1,1
22662,0,0,0
22663,1,1,1
22664,0,0,0
22665,1,0,0
22666,0,0,0
22667,0,0,0
22668,1,0,1
22670,0,0,0
22671,0,0,0
22672,0,0,0
22673,0,0,0
22674,1,0,0
22675,1,1,1
22677,1,0,0
22678,1,0,1
22680,0,0,0
22681,1,0,1
22682,1,1,1
22683,0,0,0
22684,0,0,0
22685,1,1,1
22686,0,0,0
22687,0,0,0
22688,0,0,0
22689,0,0,0
22690,1,1,1
22691,0,0,0
22692,1,1,1
22693,0,0,0
22694,1,1,1
22695,1,1,1
22696,1,0,1
22697,1,0,0
22698,0,0,0
22699,0,0,0
22700,1,1,1
22701,0,0,0
22702,1,1,1
22703,0,0,0
22704,1,1,1
22705,1,1,1
22706,0,0,0
22707,1,0,1
22708,1,1,0
22709,0,0,0
22710,1,1,1
22712,1,1,1
22713,1,1,1
22715,0,0,0
22716,1,1,1
22717,0,0,0
22719,0,0,0
22720,0,0,0
22721,0,0,0
22722,0,0,0
22723,1,0,0
22724,0,0,0
22726,1,1,1
22727,1,1,1
22728,0,0,0
22730,0,0,0
22731,0,0,0
22732,0,0,0
22733,0,0,0
22734,1,1,1
22735,0,0,0
22736,0,0,0
22737,1,1,1
22738,0,0,0
22740,1,1,1
22741,1,1,1
22742,0,0,0
22743,1,1,1
22744,0,0,0
22745,0,0,0
22746,1,1,1
22747,1,1,1
22748,1,1,1
22749,1,1,1
22750,0,0,0
22751,1,1,1
22752,1,0,1
22753,0,0,0
22754,1,1,1
22755,0,0,0
22756,1,1,1
22757,0,0,0
22758,1,1,0
22759,1,1,1
22760,0,0,0
22761,0,0,0
22762,0,0,0
22763,0,0,0
22764,1,1,1
22765,0,0,0
22766,0,0,0
22767,0,0,0
22769,1,1,1
22770,0,0,0
22771,1,1,1
22772,1,1,1
22773,1,1,1
22774,0,0,0
22775,0,0,0
22776,1,1,1
22777,0,0,0
22778,0,0,0
22779,1,0,1
22780,1,1,0
22781,1,1,1
22783,1,1,0
22784,0,0,0
22785,0,0,0
22786,0,0,0
22788,1,0,1
22789,0,0,0
22790,0,0,0
22791,1,1,1
22792,0,0,0
22793,1,1,1
22794,1,1,1
22795,0,0,0
22796,0,0,0
22797,0,0,0
22798,1,0,0
22799,1,0,1
22802,0,0,0
22803,0,0,0
22804,1,1,1
22805,1,0,1
22806,1,0,0
22807,1,1,1
22808,0,0,0
22809,1,0,1
22810,0,0,0
22812,1,0,1
22813,0,0,0
22816,1,1,1
22817,1,0,0
22818,0,0,0
22819,1,1,1
22820,0,0,0
22821,1,0,1
22823,0,0,0
22824,1,1,1
22825,0,0,0
22827,0,0,0
22828,1,1,1
22829,0,0,0
22830,0,0,0
22831,0,0,0
22832,0,0,0
22833,1,0,0
22836,1,1,1
22837,0,0,0
22838,0,0,0
22839,0,0,0
22840,0,0,0
22841,0,0,0
22842,1,1,1
22843,0,0,0
22844,1,1,1
22845,0,0,0
22847,1,1,1
22849,0,0,0
22850,0,0,0
22851,0,0,0
22852,1,0,0
22853,0,0,0
22854,0,0,0
22855,0,0,0
22856,0,0,0
22857,0,0,0
22858,0,0,0
22859,1,1,1
22860,0,0,0
22862,1,0,0
22863,1,0,1
22864,0,0,0
22865,1,0,1
22866,0,0,0
22868,1,1,1
22869,1,0,1
22870,0,0,0
22871,0,0,0
22872,0,0,0
22873,0,0,0
22874,0,0,0
22875,1,1,1
22876,1,0,1
22878,0,0,0
22879,1,1,1
22880,0,0,0
22881,0,0,0
22882,1,1,1
22883,1,1,1
22884,1,0,1
22886,0,0,0
22887,1,1,1
22890,0,0,0
22891,1,1,1
22892,1,0,1
22893,0,0,0
22895,1,0,0
22896,1,1,0
22897,0,0,0
22899,0,0,0
22900,0,0,0
22901,1,1,1
22902,0,0,0
22903,0,0,0
22904,1,0,0
22905,1,0,0
22906,0,0,0
22907,0,0,0
22908,0,0,0
22909,1,1,1
22910,0,0,0
22911,1,1,1
22912,1,1,1
22913,0,0,0
22914,0,0,0
22915,0,0,0
22916,0,0,0
22917,1,1,1
22918,1,1,1
22919,0,0,0
22921,0,0,0
22922,1,0,1
22923,0,0,0
22924,1,1,0
22925,0,0,0
22926,0,0,0
22927,1,1,1
22928,1,0,1
22929,0,0,0
22930,0,0,0
22931,0,0,0
22932,0,0,0
22933,0,0,0
22934,0,0,0
22935,1,1,1
22936,1,1,1
22937,1,0,1
22939,0,0,0
22940,0,0,0
22941,1,1,1
22942,1,0,1
22943,0,0,0
22944,1,0,1
22945,0,0,0
22946,1,0,0
22947,0,0,0
22948,1,0,1
22949,1,0,0
22950,0,0,0
22951,0,0,0
22955,1,1,1
22956,0,0,0
22957,0,0,0
22958,0,0,0
22959,0,0,0
22960,0,0,0
22961,1,1,1
22962,0,0,0
22963,0,0,0
22964,1,0,1
22965,0,0,0
22966,1,1,1
22967,1,1,1
22968,0,0,0
22969,0,0,0
22970,0,0,0
22973,0,0,0
22974,1,1,1
22975,1,0,1
22976,1,1,1
22977,0,0,0
22978,0,0,0
22979,0,0,0
22980,1,0,0
22981,1,0,0
22982,1,1,1
22983,0,0,0
22984,0,0,0
22985,0,0,0
22986,1,0,0
22987,0,0,0
22988,1,0,0
22989,0,0,0
22990,1,1,1
22991,0,0,0
22992,1,1,1
22993,0,0,0
22994,0,0,0
22995,1,0,0
22996,0,0,0
22997,1,1,1
22999,1,1,1
23000,0,0,0
23001,0,0,0
23002,0,0,0
23004,0,0,0
23005,1,0,0
23006,0,0,0
23007,0,0,0
23008,1,1,1
23010,0,0,0
23011,0,0,0
23012,0,0,0
23013,0,0,0
23014,0,0,0
23015,0,0,0
23016,0,0,0
23017,1,1,1
23018,0,0,0
23020,1,1,1
23022,1,1,1
23023,0,0,0
23024,1,0,1
23025,1,1,1
23026,1,0,0
23027,1,0,1
23028,1,0,1
23029,0,0,0
23030,1,0,0
23031,0,0,0
23032,1,1,1
23033,0,0,0
23034,1,1,1
23035,0,0,0
23036,1,1,1
23037,0,0,0
23038,0,0,0
23039,1,0,1
23040,0,0,0
23041,1,0,0
23042,1,0,1
23043,1,0,1
23044,0,0,0
23045,1,1,1
23046,0,0,0
23047,0,0,0
23048,0,0,0
23049,1,0,1
23050,1,1,1
23051,1,1,1
23052,0,0,0
23053,0,0,0
23054,0,0,0
23055,0,0,0
23056,0,0,0
23057,0,0,0
23058,0,0,0
23060,1,0,0
23061,1,1,1
23062,0,0,0
23063,1,1,1
23064,1,1,1
23065,0,0,0
23066,0,0,0
23067,0,0,0
23068,0,0,0
23069,0,0,0
23070,1,1,1
23071,0,0,0
23072,0,0,0
23073,0,0,0
23074,1,0,1
23075,0,0,0
23076,0,0,0
23077,0,0,0
23078,1,1,1
23079,1,1,1
23080,1,0,0
23081,0,0,0
23082,0,0,0
23083,0,0,0
23084,0,0,0
23085,0,0,0
23087,0,0,0
23089,1,1,1
23091,0,0,0
23092,1,0,0
23093,0,0,0
23094,1,1,1
23095,0,0,0
23096,1,1,1
23097,1,1,1
23099,0,0,0
23100,1,1,1
23101,0,0,0
23102,1,1,1
23103,0,0,0
23104,0,0,0
23105,0,0,0
23106,0,0,0
23107,1,1,1
23108,0,0,0
23109,0,0,0
23110,0,0,0
23111,0,0,0
23112,0,0,0
23113,0,0,0
23114,1,1,1
23115,0,0,0
23116,0,0,0
23117,0,0,0
23118,0,0,0
23119,0,0,0
23120,0,0,0
23121,0,0,0
23124,0,0,0
23125,1,1,1
23126,0,0,0
23127,0,0,0
23128,1,1,1
23129,0,0,0
23130,0,0,0
23131,0,0,0
23132,1,0,0
23133,0,0,0
23134,1,1,1
23135,0,0,0
23136,0,0,0
23137,0,0,0
23138,0,0,0
23139,0,0,0
23140,0,0,0
23141,0,0,0
23142,0,0,0
23143,0,0,0
23144,0,0,0
23145,0,0,0
23146,1,0,1
23147,0,0,0
23148,0,0,0
23149,0,0,0
23150,1,1,1
23151,0,0,0
23152,0,0,0
23153,1,1,1
23154,1,0,1
23155,0,0,0
23156,0,0,0
23157,1,0,1
23158,0,0,0
23159,0,0,0
23160,0,0,0
23161,0,0,0
23162,1,1,1
23163,0,0,0
23164,1,1,1
23165,0,0,0
23166,1,1,1
23167,0,0,0
23168,0,0,0
23169,0,0,0
23170,1,1,1
23171,0,0,0
23172,0,0,0
23173,0,0,0
23174,1,1,1
23175,0,0,0
23176,0,0,0
23177,0,0,0
23178,0,0,0
23180,0,0,0
23181,0,0,0
23182,0,0,0
23183,0,0,0
23184,1,1,0
23185,0,0,0
23186,1,1,1
23187,1,1,1
23188,0,0,0
23189,0,0,0
23190,1,1,0
23191,0,0,0
23193,1,0,1
23194,1,1,1
23195,0,0,0
23196,1,1,1
23197,0,0,0
23198,0,0,0
23199,0,0,0
23200,1,1,1
23201,0,0,0
23202,1,1,1
23203,0,0,0
23204,0,0,0
23205,1,1,0
23206,0,0,0
23207,0,0,0
23208,1,0,1
23209,0,0,0
23210,0,0,0
23211,0,0,0
23212,0,0,0
23213,0,0,0
23214,1,1,1
23216,1,1,1
23218,0,0,0
23219,0,0,0
23220,1,0,1
23221,1,1,1
23222,0,0,0
23223,1,1,1
23224,0,0,0
23225,0,0,0
23226,1,1,1
23227,1,1,1
23228,0,0,0
23229,0,0,0
23230,1,1,1
23231,0,0,0
23232,0,0,0
23233,1,1,1
23235,1,1,1
23236,0,0,0
23237,1,1,0
23238,1,1,1
23239,1,0,1
23240,1,1,1
23241,0,0,0
23242,1,1,1
23243,0,0,0
23244,1,1,1
23245,1,0,1
23248,1,0,1
23249,0,0,0
23251,0,0,0
23252,0,0,0
23253,0,0,0
23254,0,0,0
23256,1,1,1
23257,1,0,1
23258,0,0,0
23260,0,0,0
23261,0,0,0
23262,0,0,0
23263,0,0,0
23264,1,0,0
23265,1,0,1
23266,0,0,0
23267,0,0,0
23268,1,0,1
23269,1,0,0
23270,0,0,0
23271,1,0,1
23272,0,0,0
23273,1,1,1
23274,1,1,1
23275,0,0,0
23276,0,0,0
23277,0,0,0
23278,1,0,1
23279,0,0,0
23280,0,0,0
23281,0,0,0
23282,0,0,0
23283,1,1,0
23284,0,0,0
23285,0,0,0
23286,0,0,0
23287,0,0,0
23288,0,0,0
23289,1,1,1
23290,0,0,0
23291,1,1,1
23292,1,1,1
23293,0,0,0
23294,0,0,0
23295,0,0,0
23296,0,0,0
23297,1,0,0
23298,0,0,0
23299,0,0,0
23300,0,0,0
23301,0,0,0
23302,0,0,0
23303,0,0,0
23304,0,0,0
23305,1,0,0
23306,0,0,0
23307,0,0,0
23309,1,0,1
23310,0,0,0
23311,0,0,0
23312,1,1,1
23313,0,0,0
23314,0,0,0
23315,0,0,0
23316,1,0,1
23317,0,0,0
23318,0,0,0
23319,1,0,1
23321,0,0,0
23322,1,1,1
23323,0,0,0
23324,1,1,1
23326,1,1,1
23327,0,0,0
23328,0,0,0
23329,0,0,0
23330,0,0,0
23331,1,0,0
23332,0,0,0
23334,0,0,0
23335,1,0,1
23336,0,0,0
23338,0,0,0
23339,0,0,0
23340,0,0,0
23343,1,1,1
23344,0,0,0
23346,0,0,0
23347,0,0,0
23348,0,0,0
23349,0,0,0
23350,0,0,0
23351,0,0,0
23352,1,0,0
23353,1,1,1
23354,0,0,0
23355,1,1,1
23356,0,0,0
23357,1,0,1
23358,0,0,0
23359,0,0,0
23360,0,0,0
23361,0,0,0
23362,0,0,0
23364,0,0,0
23365,1,1,1
23366,0,0,0
23367,0,0,0
23368,1,0,1
23369,1,1,1
23370,0,0,0
23371,0,0,0
23372,0,0,0
23373,0,0,0
23375,0,0,0
23376,0,0,0
23377,0,0,0
23378,0,0,0
23379,0,0,0
23381,1,1,1
23382,1,1,1
23383,1,1,1
23384,0,0,0
23385,0,0,0
23388,0,0,0
23389,0,0,0
23391,0,0,0
23393,0,0,0
23395,1,1,1
23397,0,0,0
23398,0,0,0
23399,0,0,0
23400,0,0,0
23401,1,0,1
23402,0,0,0
23403,1,1,1
23404,0,0,0
23405,1,1,1
23406,1,1,1
23407,0,0,0
23408,0,0,0
23409,1,0,0
23410,1,1,1
23411,1,1,1
23412,0,0,0
23413,0,0,0
23414,0,0,0
23416,1,0,0
23417,0,0,0
23418,1,1,1
23419,1,0,0
23420,1,0,0
23421,1,1,1
23422,0,0,0
23423,0,0,0
23424,1,1,1
23425,0,0,0
23426,1,0,1
23427,1,1,1
23428,1,0,1
23430,1,0,0
23431,1,0,1
23432,0,0,0
23433,0,0,0
23434,0,0,0
23435,1,1,0
23436,0,0,0
23437,1,1,1
23438,0,0,0
23440,1,1,1
23441,0,0,0
23442,0,0,0
23443,1,1,1
23445,1,1,1
23447,0,0,0
23448,0,0,0
23449,0,0,0
23451,1,0,1
23452,1,1,1
23453,1,1,1
23454,0,0,0
23455,1,1,1
23456,1,0,0
23457,0,0,0
23458,1,1,1
23459,0,0,0
23460,0,0,0
23461,1,1,1
